ticker,target,price_change_1d,price_change_5d,price_change_10d,price_change_20d,price_vs_sma5,price_vs_sma10,price_vs_sma20,volatility_5d,volatility_10d,volatility_20d,volume_ratio,hl_ratio,hl_ratio_5d,rsi_14,macd,macd_signal,macd_histogram,bb_position
BTGD,0,-0.01475912002227775,-0.042489851150202984,-0.016949152542372836,0.025765817348983644,-0.027541091748666813,-0.023245541383689283,-0.01930781215223687,0.020973656267272472,0.025117178535723362,0.020739692104100642,2.8220510095642934,0.01893725268513269,0.01755133586340607,52.760736196319044,0.0459539539458973,0.09158851283105585,-0.04563455888515855,0.27492274150495366
BTGD,0,-0.007066139061616683,-0.042518397383483064,0.011808755760368772,0.025765817348983644,-0.02606043803714997,-0.031243967680555818,-0.01930781215223687,0.020973155161634737,0.022319239775795457,0.020739692104100642,0.8187592878580379,0.0344434955878167,0.021973422825068617,51.19047619047621,-0.023880664153722364,0.06765250399281393,-0.0915331681465363,0.27492274150495366
BTGD,0,0.003131226871619708,-0.03715846994535521,0.006282124500285535,0.025765817348983644,-0.01558746298675906,-0.02879977952321877,-0.01930781215223687,0.02151563033161295,0.022188197716117776,0.020739692104100642,1.0059837209623703,0.029852440408626547,0.025320960087121775,45.33333333333336,-0.06989912352273109,0.03934540447186438,-0.10924452799459547,0.27492274150495366
BTGD,0,0.006526674233825025,-0.049825877310474165,-0.03246044735406428,0.025765817348983644,0.0012420256308924849,-0.019244594370403267,-0.01930781215223687,0.017769355947208822,0.015585462171666672,0.020739692104100642,0.7607983679452442,0.020862700873978065,0.026011046471400383,44.669365721997295,-0.08989372451105027,0.012902129048567378,-0.10279585355961765,0.27492274150495366
BTGD,0,0.021990414434733596,0.009468114731272737,-0.019209956709956733,0.025765817348983644,0.021299374542175897,0.004294223576672751,-0.01930781215223687,0.01400396232079341,0.017229257176230757,0.020739692104100642,1.0188217552745018,0.012656551724137835,0.023350488255938367,51.64141414141413,-0.054923908827682055,-0.000911930500431895,-0.05401197832725016,0.27492274150495366
BTGD,0,-0.0013793103448275223,0.02317693612210281,-0.020297699594046037,0.025765817348983644,0.015199955129283849,0.004997223764575454,-0.01930781215223687,0.01095603263262785,0.017221865201344305,0.020739692104100642,0.684625923964354,0.012430939226519415,0.022049225564215715,61.04477611940303,-0.030588663106108527,-0.006934065128014438,-0.023654597978094088,0.27492274150495366
BTGD,0,-0.026243093922652005,0.0034158838599487318,-0.03924775143090753,0.025765817348983644,-0.012106944677989007,-0.01744899096889274,-0.01930781215223687,0.017488147905315214,0.01885061397780325,0.020739692104100642,0.6333929157286211,0.013900709219858011,0.017940668290623976,51.564625850340114,-0.07338835332200944,-0.020379943186432145,-0.05300841013557729,0.27492274150495366
BTGD,0,0.016453900709219704,0.016742338251986233,-0.021038251366120253,0.025765817348983644,0.0008379888268157387,0.0008659459761446442,-0.004418016616188458,0.01888990766725253,0.019922289378158646,0.020739692104100642,0.9085038676330961,0.014510186994138984,0.014872217607726463,43.40222575516694,-0.06720458651549421,-0.02983205216993228,-0.03737253434556193,0.44583890851605584
BTGD,0,-0.009210159084565905,0.0008457851705667707,-0.04902223412804707,-0.012242626599888617,-0.008546053734010961,-0.003256963162623583,-0.012984124336197,0.019552615763728087,0.01844129415959656,0.019816603785636804,0.7544664745839278,0.021408450704225496,0.01498136757377595,38.449367088607566,-0.08375145367241998,-0.04069609495719078,-0.043055358715229204,0.3426587768476518
BTGD,0,0.04366197183098586,0.022068965517241246,0.031746031746031855,0.02178709321566452,0.03013957626647401,0.03694374475230888,0.028980878452501413,0.026665078480063893,0.02012921405012368,0.022073779954691924,0.5279992414925864,0.028340080971659843,0.01811807342328035,50.63613231552159,0.00971240711267285,-0.030554529306074742,0.040266936418747595,0.83507231187285
BTGD,0,-0.00944669365721984,0.013812154696132506,0.0373092142453364,0.019727702139483272,0.017578883158653635,0.023367352629524385,0.018256478552799438,0.027356721215803605,0.01966406341068242,0.022120023086330032,0.7663798276038694,0.015408719346049048,0.018713629447186277,50.06289308176103,0.05812766643184375,-0.012733934780197234,0.07086160121204098,0.7072287069665858
BTGD,0,-0.011989100817438869,0.028652482269503565,0.03216623968118415,0.04435483870967749,-0.0002205801257307849,0.007922168172341815,0.003903762562640134,0.024089463451873676,0.02002578898169742,0.020662296015535653,1.1530205458448328,0.014969663541092106,0.018927420311433095,47.95180722891564,0.06451117180084509,0.002773672620345489,0.0617374991804996,0.5482194272034426
BTGD,0,-0.004412575841147182,0.007535584705554044,0.024404086265607194,0.03083952027412895,-0.006111998237982363,0.0010815007903275387,-0.0020180797832637376,0.02360529789697317,0.02017645094322006,0.020660075904592175,0.5327577190892399,0.015512465373961282,0.019127875987397555,42.04398447606727,0.0574897447555216,0.013750061146118028,0.04373968360940357,0.47331684631007725
BTGD,0,0.034903047091412676,0.05239436619718307,0.05328446574570056,0.019094380796508492,0.018150106284406053,0.030620689655172395,0.03181617322138752,0.026557630058944112,0.022636305740142405,0.01942463466026748,0.917562409861276,0.03342344753747322,0.021530875354047102,59.57727873183624,0.14065870867415953,0.03919330864940947,0.10146540002475006,0.8962813879925803
BTGD,0,0.013918629550321304,0.022402159244264697,0.04496551724137943,0.024891774891774965,0.02767227346717327,0.040287809298876986,0.044850223423622326,0.019741110462265097,0.02211827052889065,0.01957607323237429,1.4110270287529736,0.030361668426610398,0.02193519284503721,66.53439153439156,0.24105104375647812,0.0796430969403638,0.1614079468161143,1.0068121563611896
